,original_text,reframed_text,strategy,original_with_label,strategy2,strategy_reframe
103,I hate that I've had more homework this weekend than I've had all week. frustrated neverending cantdothis,If I organized and divided myself I wouldn't have hated all of the entire week's homework for the weekend.,"['growth', 'neutralizing']","I hate that I've had more homework this weekend than I've had all week. frustrated neverending cantdothis Strategy: ['growth', 'neutralizing']","['growth', 'neutralizing'] ","['growth', 'neutralizing'] If I organized and divided myself I wouldn't have hated all of the entire week's homework for the weekend."
104,Why do I have at least one exam every week? Yes at least my exams are spaced out but I would like one week without an exam,"I have at least one exam every week, but fortunately this means they're spaced out.","['neutralizing', 'optimism', 'thankfulness']","Why do I have at least one exam every week? Yes at least my exams are spaced out but I would like one week without an exam Strategy: ['neutralizing', 'optimism', 'thankfulness']","['neutralizing', 'optimism', 'thankfulness'] ","['neutralizing', 'optimism', 'thankfulness'] I have at least one exam every week, but fortunately this means they're spaced out."
105,Sighhh..not a good start to the week! So much to do in so little time :(,So much to do so little time! Can't wait until i've finished everything and can finally relax :),['impermanence'],Sighhh..not a good start to the week! So much to do in so little time :( Strategy: ['impermanence'],['impermanence'] ,['impermanence'] So much to do so little time! Can't wait until i've finished everything and can finally relax :)
106,"Not even a quarter way though my cw that's due tomorrow, why do I leave things to last minute",I hope I learn that organization is the only thing that can avoid this last-minute desperation.,['growth'],"Not even a quarter way though my cw that's due tomorrow, why do I leave things to last minute Strategy: ['growth']",['growth'] ,['growth'] I hope I learn that organization is the only thing that can avoid this last-minute desperation.
107,It's so hard to pack for a vacation. You can't predict what you're going to want to wear.,"I'm so excited I get to go on vacation, only problem is what to wear!",['thankfulness'],It's so hard to pack for a vacation. You can't predict what you're going to want to wear. Strategy: ['thankfulness'],['thankfulness'] ,"['thankfulness'] I'm so excited I get to go on vacation, only problem is what to wear!"
108,"This weekend was hell. Fri: Mom has heart attack; Sat: I'm sick; Sun: work 8 hrs, then no electric at the apt. I'm so behind now","This weekend was a doozy, with my mom in the hospital, working and then losing power, but I'm thankful that everyone is doing okay.",['thankfulness'],"This weekend was hell. Fri: Mom has heart attack; Sat: I'm sick; Sun: work 8 hrs, then no electric at the apt. I'm so behind now Strategy: ['thankfulness']",['thankfulness'] ,"['thankfulness'] This weekend was a doozy, with my mom in the hospital, working and then losing power, but I'm thankful that everyone is doing okay."
109,Hit my funny bone so hard that I feel it in all my fingers. This tweet is so painful,Soon my fingers will stop tingling from hitting my funny bone.,['impermanence'],Hit my funny bone so hard that I feel it in all my fingers. This tweet is so painful Strategy: ['impermanence'],['impermanence'] ,['impermanence'] Soon my fingers will stop tingling from hitting my funny bone.
110,"is a fuckin thug for grabbing me a black , LORD knows i need it . .",Being black is not bad.,"['neutralizing', 'thankfulness']","is a fuckin thug for grabbing me a black , LORD knows i need it . . Strategy: ['neutralizing', 'thankfulness']","['neutralizing', 'thankfulness'] ","['neutralizing', 'thankfulness'] Being black is not bad."
111,How is it that I've been back at school for 2 days and I'm totally exhausted and behind on reading,The first couple of days back in school have been tough but I think better days lay ahead.,"['growth', 'impermanence']","How is it that I've been back at school for 2 days and I'm totally exhausted and behind on reading Strategy: ['growth', 'impermanence']","['growth', 'impermanence'] ","['growth', 'impermanence'] The first couple of days back in school have been tough but I think better days lay ahead."
112,Hate packing. Hate feeling like I've left something out! . Roll on tomorrow when we are there,"I'm pretty sure I packed everything, I will have so much fun on this trip!",['optimism'],Hate packing. Hate feeling like I've left something out! . Roll on tomorrow when we are there Strategy: ['optimism'],['optimism'] ,"['optimism'] I'm pretty sure I packed everything, I will have so much fun on this trip!"
113,"Been trying to have a good sleep these past few days, unfortunately, it just wont come to me","I know when I get my stress in order, I can sleep again at night.","['impermanence', 'self_affirmation']","Been trying to have a good sleep these past few days, unfortunately, it just wont come to me Strategy: ['impermanence', 'self_affirmation']","['impermanence', 'self_affirmation'] ","['impermanence', 'self_affirmation'] I know when I get my stress in order, I can sleep again at night."
114,"Ready to move on, but scared at the same time. I've never liked change. Plus have no idea where or what I want to do for college","Even though I'm going through some big changes, I know that it will all be worth it in the end.","['growth', 'optimism', 'thankfulness']","Ready to move on, but scared at the same time. I've never liked change. Plus have no idea where or what I want to do for college Strategy: ['growth', 'optimism', 'thankfulness']","['growth', 'optimism', 'thankfulness'] ","['growth', 'optimism', 'thankfulness'] Even though I'm going through some big changes, I know that it will all be worth it in the end."
115,I get so stressed when I have to say to someone they need to do it themselves. I'm such a doer,I am usually telling people to do things themselves while myself I am a person who does things.,['optimism'],I get so stressed when I have to say to someone they need to do it themselves. I'm such a doer Strategy: ['optimism'],['optimism'] ,['optimism'] I am usually telling people to do things themselves while myself I am a person who does things.
116,This whole being busy thing is cutting into my twitter time and social media time just,Now that I am busy with important things I don't have time for Twitter and social media.,['growth'],This whole being busy thing is cutting into my twitter time and social media time just Strategy: ['growth'],['growth'] ,['growth'] Now that I am busy with important things I don't have time for Twitter and social media.
117,I hate making choices! I wish someone would just tell me where to go to college!,I need someone to make the best choice for me and choose a college for me.,['self_affirmation'],I hate making choices! I wish someone would just tell me where to go to college! Strategy: ['self_affirmation'],['self_affirmation'] ,['self_affirmation'] I need someone to make the best choice for me and choose a college for me.
118,How am I supposed to write a paper thats due in 30 mins on a book I never even bought and it's not on spark notes? ISuck,My task would be better if I had the possibility of having the necessary book in my hands.,['neutralizing'],How am I supposed to write a paper thats due in 30 mins on a book I never even bought and it's not on spark notes? ISuck Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] My task would be better if I had the possibility of having the necessary book in my hands.
119,How am I still waiting?!?! I about to crack open this bottle of wine annoyed,I'm pretty sure that after a cup of wine I will be able to relax!,"['impermanence', 'optimism']","How am I still waiting?!?! I about to crack open this bottle of wine annoyed Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] I'm pretty sure that after a cup of wine I will be able to relax!"
120,Im so so sorry for my dreadfully bad singing in the house lately! Uni work is just getting to me! NeedSleep,Im so so sorry for my  bad singing in the house lately! Uni work is just getting to me and singing really helps me blow some steam off,"['neutralizing', 'self_affirmation']","Im so so sorry for my dreadfully bad singing in the house lately! Uni work is just getting to me! NeedSleep Strategy: ['neutralizing', 'self_affirmation']","['neutralizing', 'self_affirmation'] ","['neutralizing', 'self_affirmation'] Im so so sorry for my  bad singing in the house lately! Uni work is just getting to me and singing really helps me blow some steam off"
121,So tired this morning after having about 15minutes sleep and spending the rest of it sitting outside in the dark,Feeling a bit tired after having only 15 minutes of sleep. Hoping to get some sleep in the morning.,"['neutralizing', 'optimism', 'self_affirmation']","So tired this morning after having about 15minutes sleep and spending the rest of it sitting outside in the dark Strategy: ['neutralizing', 'optimism', 'self_affirmation']","['neutralizing', 'optimism', 'self_affirmation'] ","['neutralizing', 'optimism', 'self_affirmation'] Feeling a bit tired after having only 15 minutes of sleep. Hoping to get some sleep in the morning."
122,Nothing worse than booking yourself to go out of town on a business trip and forgetting to pack ahead of time!,"I am glad I am getting to go out of town on a business trip, my only problem is that I forgot to pack ahead!",['neutralizing'],Nothing worse than booking yourself to go out of town on a business trip and forgetting to pack ahead of time! Strategy: ['neutralizing'],['neutralizing'] ,"['neutralizing'] I am glad I am getting to go out of town on a business trip, my only problem is that I forgot to pack ahead!"
123,So we're a little bit behind on stuff. And when I say a little - I mean a lot.,"Time to buckle down, put my head down, and get some work done.",['growth'],So we're a little bit behind on stuff. And when I say a little - I mean a lot. Strategy: ['growth'],['growth'] ,"['growth'] Time to buckle down, put my head down, and get some work done."
124,If I dont have alcohol in my system tonight I will be a very unhappy kaitlyn,"I need to learn how to not depend so much on alcohol, it's not good for my health.",['growth'],If I dont have alcohol in my system tonight I will be a very unhappy kaitlyn Strategy: ['growth'],['growth'] ,"['growth'] I need to learn how to not depend so much on alcohol, it's not good for my health."
125,I haven't had a full week of school in almost a month. So why am I so exhausted and feeling so defeated? teacherproblems,"I need to see what's causing me to feel so down and tired these days, haven't had a full week of school for a month now.","['growth', 'neutralizing']","I haven't had a full week of school in almost a month. So why am I so exhausted and feeling so defeated? teacherproblems Strategy: ['growth', 'neutralizing']","['growth', 'neutralizing'] ","['growth', 'neutralizing'] I need to see what's causing me to feel so down and tired these days, haven't had a full week of school for a month now."
126,Worst. Day. Ever. But I will be out of my misery about an hour from now.,Lucky I get a nice break from this in an hour.,"['neutralizing', 'optimism']","Worst. Day. Ever. But I will be out of my misery about an hour from now. Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Lucky I get a nice break from this in an hour."
127,"Bad Relationship?? ? Need new job? Need Life Change?? Join Midnight Refreshingget refreshed, get your change!!! 2/22/2013",I want to reset my life. I have to be focused with my life.,['growth'],"Bad Relationship?? ? Need new job? Need Life Change?? Join Midnight Refreshingget refreshed, get your change!!! 2/22/2013 Strategy: ['growth']",['growth'] ,['growth'] I want to reset my life. I have to be focused with my life.
128,My relaxing evening has been somewhat spoiled by the flood from the upstairs flat :-(,"Even though there's been a flood up above me, I won't let it ruin my good time.","['neutralizing', 'optimism']","My relaxing evening has been somewhat spoiled by the flood from the upstairs flat :-( Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Even though there's been a flood up above me, I won't let it ruin my good time."
129,"Just printed off two 6-paged papers. Sad thing is, I'm still not done with homework! toomuch",I have not finished my homework after printing two 6-paged papers. But I am sure I can finish it soon.,['optimism'],"Just printed off two 6-paged papers. Sad thing is, I'm still not done with homework! toomuch Strategy: ['optimism']",['optimism'] ,['optimism'] I have not finished my homework after printing two 6-paged papers. But I am sure I can finish it soon.
130,"officially bc i have 2 worksheets due by 3, 2 spanish hw due at 8, project sketches to make for my graphic design class, warmups to do, and a commission that needs to be done by the end of the day aswell as everything elseXDXDDDXD",Once I finish all of my work I will be able to spend my time in an enjoyable way!,"['impermanence', 'optimism']","officially bc i have 2 worksheets due by 3, 2 spanish hw due at 8, project sketches to make for my graphic design class, warmups to do, and a commission that needs to be done by the end of the day aswell as everything elseXDXDDDXD Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] Once I finish all of my work I will be able to spend my time in an enjoyable way!"
131,I need a day to just lay in bed and watch every Star Wars movie in order sick,I think I am going to really enjoy having a day off in bed watching Star Wars because I'm sick.,"['growth', 'optimism']","I need a day to just lay in bed and watch every Star Wars movie in order sick Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] I think I am going to really enjoy having a day off in bed watching Star Wars because I'm sick."
132,"I wish I had my license, I just want to go on a long drive","Can't wait to have my license, so I can drive around",['impermanence'],"I wish I had my license, I just want to go on a long drive Strategy: ['impermanence']",['impermanence'] ,"['impermanence'] Can't wait to have my license, so I can drive around"
133,"I have an English essay, a chem project, and part of my AP Psych project due this week. Ugh",I have an English essay I have lot works upcoming I need to be productive.,['neutralizing'],"I have an English essay, a chem project, and part of my AP Psych project due this week. Ugh Strategy: ['neutralizing']",['neutralizing'] ,['neutralizing'] I have an English essay I have lot works upcoming I need to be productive.
134,"Mixed feelings about today: physics final at noon, but then Star Wars rogue one tn.","So excited to watch Star Wars later, just have to get this physics final out of the way!",['optimism'],"Mixed feelings about today: physics final at noon, but then Star Wars rogue one tn. Strategy: ['optimism']",['optimism'] ,"['optimism'] So excited to watch Star Wars later, just have to get this physics final out of the way!"
135,"Well, my writing mood was killed by an email notification from a certain someone but now I have something to tweet about since I've had noMotivation lately. writerProblems lifeProblems",At least by email notification from a certain someone gives me something to tweet about for a bit and may give me some motivation,"['growth', 'optimism']","Well, my writing mood was killed by an email notification from a certain someone but now I have something to tweet about since I've had noMotivation lately. writerProblems lifeProblems Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] At least by email notification from a certain someone gives me something to tweet about for a bit and may give me some motivation"
136,"Sorry havent tweeted much today, i got a spanish test tomorrow and alot of hw :/","I perform better when I don't tweet, and I was studying hard for my Spanish test and homework tomorrow",['self_affirmation'],"Sorry havent tweeted much today, i got a spanish test tomorrow and alot of hw :/ Strategy: ['self_affirmation']",['self_affirmation'] ,"['self_affirmation'] I perform better when I don't tweet, and I was studying hard for my Spanish test and homework tomorrow"
137,The bed feels heavy!You know why? Cause the fucking weight of the world is on your shoulders! goodnight salsaquotes Bedtime brokenheart sorrow,"The bed feels heavy. You know why? Cause the weight of the world is on your shoulders. Goodnight, hopefully things will get better after a good night of sleep.","['impermanence', 'neutralizing', 'optimism', 'self_affirmation']","The bed feels heavy!You know why? Cause the fucking weight of the world is on your shoulders! goodnight salsaquotes Bedtime brokenheart sorrow Strategy: ['impermanence', 'neutralizing', 'optimism', 'self_affirmation']","['impermanence', 'neutralizing', 'optimism', 'self_affirmation'] ","['impermanence', 'neutralizing', 'optimism', 'self_affirmation'] The bed feels heavy. You know why? Cause the weight of the world is on your shoulders. Goodnight, hopefully things will get better after a good night of sleep."
138,awesome food sorry again to the two guys I was rude to on the way in,Amazing food. Shout-out to the guys I saw on my way in,['neutralizing'],awesome food sorry again to the two guys I was rude to on the way in Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] Amazing food. Shout-out to the guys I saw on my way in
139,So I had a relaxing day at the spa and now watching RAPTORSvHEAT this is ANOTHER nail bitter,It was a good day to treat myself to the spa and a game.,['self_affirmation'],So I had a relaxing day at the spa and now watching RAPTORSvHEAT this is ANOTHER nail bitter Strategy: ['self_affirmation'],['self_affirmation'] ,['self_affirmation'] It was a good day to treat myself to the spa and a game.
140,One rule for you and another for me I guess Roll on tonight with the other half cantbebothered,"Even though things may be different for other people, I know that it ok.",['neutralizing'],One rule for you and another for me I guess Roll on tonight with the other half cantbebothered Strategy: ['neutralizing'],['neutralizing'] ,"['neutralizing'] Even though things may be different for other people, I know that it ok."
141,Is there a rule that says if your day starts out bad it has to get better? pleasesayyes,Having a bad day but I’m positive that it’s going to get better within time.,"['neutralizing', 'optimism', 'thankfulness']","Is there a rule that says if your day starts out bad it has to get better? pleasesayyes Strategy: ['neutralizing', 'optimism', 'thankfulness']","['neutralizing', 'optimism', 'thankfulness'] ","['neutralizing', 'optimism', 'thankfulness'] Having a bad day but I’m positive that it’s going to get better within time."
142,Not long till! Cars still mid transformation lots of work and little time!! stressed engineconversion,Not long till I'm done with the cars! I'm about half done!,['impermanence'],Not long till! Cars still mid transformation lots of work and little time!! stressed engineconversion Strategy: ['impermanence'],['impermanence'] ,['impermanence'] Not long till I'm done with the cars! I'm about half done!
143,That math exam was horrible. Now I have 6 hrs of homework. This is a reminder to not procrastinate.,Math is a very easy subject. I will do my homework as soon as possible.,['growth'],That math exam was horrible. Now I have 6 hrs of homework. This is a reminder to not procrastinate. Strategy: ['growth'],['growth'] ,['growth'] Math is a very easy subject. I will do my homework as soon as possible.
144,If its not one thing its another. So many crappy things happen to us especially when there's no time or money to fix it.,"Sometimes we experience setbacks, but there's always things to be thankful for",['thankfulness'],If its not one thing its another. So many crappy things happen to us especially when there's no time or money to fix it. Strategy: ['thankfulness'],['thankfulness'] ,"['thankfulness'] Sometimes we experience setbacks, but there's always things to be thankful for"
145,So since Molly wasn't on set on Castle since Hunt..does that mean Alexis wasn't saved???,Alexis must not have been saved.,['neutralizing'],So since Molly wasn't on set on Castle since Hunt..does that mean Alexis wasn't saved??? Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] Alexis must not have been saved.
146,2 things I hate: Being lied to and people messing with my fucking money  Heated,I don’t like it much when I am lied to or when people mess up with my money.,['neutralizing'],2 things I hate: Being lied to and people messing with my fucking money  Heated Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] I don’t like it much when I am lied to or when people mess up with my money.
147,Feel like i have absolutely no idea what direction my life is headed anymore. Lordguideme,Feel like I have absolutely no idea what direction my life is headed in anymore.  I'm so thankful I have the Lord to guide me through this.,['thankfulness'],Feel like i have absolutely no idea what direction my life is headed anymore. Lordguideme Strategy: ['thankfulness'],['thankfulness'] ,['thankfulness'] Feel like I have absolutely no idea what direction my life is headed in anymore.  I'm so thankful I have the Lord to guide me through this.
148,Had a such a shit day I've turned to a brew I don't drink tea life must be bad,"Despite the bad day, at least I had an opportunity to try a drink I never tasted: tea.",['optimism'],Had a such a shit day I've turned to a brew I don't drink tea life must be bad Strategy: ['optimism'],['optimism'] ,"['optimism'] Despite the bad day, at least I had an opportunity to try a drink I never tasted: tea."
149,When you're trying to match the notes to the video your teacher provided but they're talking about something not mentioned in any of the fucking chapter notes,When our notes is not matching with the video we should not worry about it.,['growth'],When you're trying to match the notes to the video your teacher provided but they're talking about something not mentioned in any of the fucking chapter notes Strategy: ['growth'],['growth'] ,['growth'] When our notes is not matching with the video we should not worry about it.
150,Hate how all this schoolwork and assignments are crammed into these 2 weeks before Thanksgiving,Just 2 more weeks of schoolwork and then I will be free for Thanksgiving!,['impermanence'],Hate how all this schoolwork and assignments are crammed into these 2 weeks before Thanksgiving Strategy: ['impermanence'],['impermanence'] ,['impermanence'] Just 2 more weeks of schoolwork and then I will be free for Thanksgiving!
151,After being on such a high all weekend why is it that one little thing can bring it all crashing down,Putting my feet on the ground after having a weekend high gave me the push of reality I needed.,['thankfulness'],After being on such a high all weekend why is it that one little thing can bring it all crashing down Strategy: ['thankfulness'],['thankfulness'] ,['thankfulness'] Putting my feet on the ground after having a weekend high gave me the push of reality I needed.
152,I didnt save my work I need to show my boss tomorrow and now I cant sleep but I gotta go in early to finish it shiiiiit I screwed the pooch on this one,Made a mistake at work yesterday and forgot to save my work. I'm going to go in early and re-do it so I can show my boss. Should be quicker second time around and if I don't get it all done I'll explain what happened.,"['growth', 'neutralizing']","I didnt save my work I need to show my boss tomorrow and now I cant sleep but I gotta go in early to finish it shiiiiit I screwed the pooch on this one Strategy: ['growth', 'neutralizing']","['growth', 'neutralizing'] ","['growth', 'neutralizing'] Made a mistake at work yesterday and forgot to save my work. I'm going to go in early and re-do it so I can show my boss. Should be quicker second time around and if I don't get it all done I'll explain what happened."
153,"Feel like crying, accidentally thought a piece I was working on was scrap paper and crumpled it up and threw it in the bin","From here on out, I will not get distracted by my feelings. I must focus on the important things!",['optimism'],"Feel like crying, accidentally thought a piece I was working on was scrap paper and crumpled it up and threw it in the bin Strategy: ['optimism']",['optimism'] ,"['optimism'] From here on out, I will not get distracted by my feelings. I must focus on the important things!"
154,My mom is being dumb. How am I suppoused to get Utah if you won't give me my flight info??,I hope I get to Utah safe and sound despite my mom not cooperating.,['optimism'],My mom is being dumb. How am I suppoused to get Utah if you won't give me my flight info?? Strategy: ['optimism'],['optimism'] ,['optimism'] I hope I get to Utah safe and sound despite my mom not cooperating.
155,All this stress I'm going through right now is makin me not even want to go to prom! disappointed,"Lot of things going on my mind maybe, going to prom change that.",['growth'],All this stress I'm going through right now is makin me not even want to go to prom! disappointed Strategy: ['growth'],['growth'] ,"['growth'] Lot of things going on my mind maybe, going to prom change that."
156,"Hate to be negative, but there's nothing good about this day so far besides the sun. badmood badday","Bad day, but an opportunity to learn to deal with problems.","['growth', 'optimism']","Hate to be negative, but there's nothing good about this day so far besides the sun. badmood badday Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] Bad day, but an opportunity to learn to deal with problems."
157,"Why do I care about people so much? I could get treated like crap, but still be nice to them. Ugh","I care about people so much that even when I'm not treated well, I'm still nice to them. That's because I'm a good person and I should be grateful for that.","['neutralizing', 'self_affirmation', 'thankfulness']","Why do I care about people so much? I could get treated like crap, but still be nice to them. Ugh Strategy: ['neutralizing', 'self_affirmation', 'thankfulness']","['neutralizing', 'self_affirmation', 'thankfulness'] ","['neutralizing', 'self_affirmation', 'thankfulness'] I care about people so much that even when I'm not treated well, I'm still nice to them. That's because I'm a good person and I should be grateful for that."
158,If I leave this world I would just become a faint memory in those who only truly loved me depressing fml,I'm glad I have people who will still remember me when I'm gone even if it is just a faint memory for them.,"['neutralizing', 'thankfulness']","If I leave this world I would just become a faint memory in those who only truly loved me depressing fml Strategy: ['neutralizing', 'thankfulness']","['neutralizing', 'thankfulness'] ","['neutralizing', 'thankfulness'] I'm glad I have people who will still remember me when I'm gone even if it is just a faint memory for them."
159,My day has been so bad ever since I heard about Justin Bieber getting arrested.,"My day have been bad since I heard Justin Bieber getting arrested, hope they will release him soon",['optimism'],My day has been so bad ever since I heard about Justin Bieber getting arrested. Strategy: ['optimism'],['optimism'] ,"['optimism'] My day have been bad since I heard Justin Bieber getting arrested, hope they will release him soon"
160,Sleepless night when youve been conned by a Fraudster claiming to be your boss to buy 700 vouchers and you call cred cd Co and they dont help and just say wait and dispute.,"I was conned by a guy claiming to be my boss, and credit card co. says I have to wait and dispute. Let this be a lesson to us all to be careful.",['growth'],Sleepless night when youve been conned by a Fraudster claiming to be your boss to buy 700 vouchers and you call cred cd Co and they dont help and just say wait and dispute. Strategy: ['growth'],['growth'] ,"['growth'] I was conned by a guy claiming to be my boss, and credit card co. says I have to wait and dispute. Let this be a lesson to us all to be careful."
161,The fact that I have to do FCAT explorer and my internet isn't working. Like seriously?  worstdayever,My internet isn't working. I'll have to find somewhere else to do FCAT explorer.,['neutralizing'],The fact that I have to do FCAT explorer and my internet isn't working. Like seriously?  worstdayever Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] My internet isn't working. I'll have to find somewhere else to do FCAT explorer.
162,Is there a reason the half past 7 36 from Jennyfields hasn't turned up or the 10 to 8 number 3?,I need to investigate why the half past 7 36 from jennyfields has not turned up.,"['neutralizing', 'optimism']","Is there a reason the half past 7 36 from Jennyfields hasn't turned up or the 10 to 8 number 3? Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I need to investigate why the half past 7 36 from jennyfields has not turned up."
163,I hate when people leave my car in first gear like I'm finna blast you son stalled,This is why I love driving my car by myself.,['self_affirmation'],I hate when people leave my car in first gear like I'm finna blast you son stalled Strategy: ['self_affirmation'],['self_affirmation'] ,['self_affirmation'] This is why I love driving my car by myself.
164,"I'm already taking a pysch, philosophy and criminal law class and I'm still looking to fit in a business one F college:(",I have a lot of classes but it will all pay off when I graduate!,"['impermanence', 'optimism']","I'm already taking a pysch, philosophy and criminal law class and I'm still looking to fit in a business one F college:( Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] I have a lot of classes but it will all pay off when I graduate!"
165,Nobody but nursing students will know what it feels like to go from A and B student.. To barely getting B's..,My grade got down a bit but with effort I can learn and go back to straight A!,['growth'],Nobody but nursing students will know what it feels like to go from A and B student.. To barely getting B's.. Strategy: ['growth'],['growth'] ,['growth'] My grade got down a bit but with effort I can learn and go back to straight A!
166,"STALIN I HATE YOU YOU FUCKING CUNT, GOD MAN WHY WERE YOU SUCH A STUPID, WEIRD MAN?!?!? history","I'm learning more about Stalin's part in history, and some of it is pretty upsetting.",['neutralizing'],"STALIN I HATE YOU YOU FUCKING CUNT, GOD MAN WHY WERE YOU SUCH A STUPID, WEIRD MAN?!?!? history Strategy: ['neutralizing']",['neutralizing'] ,"['neutralizing'] I'm learning more about Stalin's part in history, and some of it is pretty upsetting."
167,The amount of work my tea hers are piling on before finals is disgusting toomuchhomework,I wish I was done with my finals so that I no longer have to worry about homework.,['impermanence'],The amount of work my tea hers are piling on before finals is disgusting toomuchhomework Strategy: ['impermanence'],['impermanence'] ,['impermanence'] I wish I was done with my finals so that I no longer have to worry about homework.
168,Green tea with four drops of bachs rescue remedy is quite symbolic of my life right now,Green tea with four drops of bachs gets my day better and I can be more productive,"['growth', 'optimism']","Green tea with four drops of bachs rescue remedy is quite symbolic of my life right now Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] Green tea with four drops of bachs gets my day better and I can be more productive"
169,Looking for a bedroom sets is really hard!!! Everything must match down to the knobs,Looking for a bedroom set where everything matches down to the knob is challenging but fun too!,"['neutralizing', 'optimism']","Looking for a bedroom sets is really hard!!! Everything must match down to the knobs Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Looking for a bedroom set where everything matches down to the knob is challenging but fun too!"
170,A little bit of yoga and sleepy time tea so I sleep. Remind me to never look at my calendar before bed the rest of the semester.,Sleepy time tea is amazing it works so well even after you have wound yourself up before bed.,"['neutralizing', 'thankfulness']","A little bit of yoga and sleepy time tea so I sleep. Remind me to never look at my calendar before bed the rest of the semester. Strategy: ['neutralizing', 'thankfulness']","['neutralizing', 'thankfulness'] ","['neutralizing', 'thankfulness'] Sleepy time tea is amazing it works so well even after you have wound yourself up before bed."
171,Having a cold and sinus infection + studying for final exams + typing up essays + homework = me being in a bad mood,I hope my health improves so that I can study well for my exams and keep up with my essay submissions.,"['impermanence', 'optimism']","Having a cold and sinus infection + studying for final exams + typing up essays + homework = me being in a bad mood Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] I hope my health improves so that I can study well for my exams and keep up with my essay submissions."
172,"Have been a customer almost since the start, always good. Disappointed no call back about new mortgage as promised",Mortgage service could use improvement,['neutralizing'],"Have been a customer almost since the start, always good. Disappointed no call back about new mortgage as promised Strategy: ['neutralizing']",['neutralizing'] ,['neutralizing'] Mortgage service could use improvement
173,I can never have a totally stress free day! stressed I'm losing against life.. Ughh,Those days are getting harder and harder to have an all-day calm. I feel like I'm giving in.,"['impermanence', 'neutralizing']","I can never have a totally stress free day! stressed I'm losing against life.. Ughh Strategy: ['impermanence', 'neutralizing']","['impermanence', 'neutralizing'] ","['impermanence', 'neutralizing'] Those days are getting harder and harder to have an all-day calm. I feel like I'm giving in."
174,I've never met someone who leaves it a week and a half to finish buying everything for his prom.,"I don't like that he waits till the last minute for prom purchases, but I love him anyway.","['self_affirmation', 'thankfulness']","I've never met someone who leaves it a week and a half to finish buying everything for his prom. Strategy: ['self_affirmation', 'thankfulness']","['self_affirmation', 'thankfulness'] ","['self_affirmation', 'thankfulness'] I don't like that he waits till the last minute for prom purchases, but I love him anyway."
175,I'm more closer to quitting than to stay until I find another job. Ugggh ! :(,Maybe if I end my smoking habit I keep my job.,"['growth', 'neutralizing']","I'm more closer to quitting than to stay until I find another job. Ugggh ! :( Strategy: ['growth', 'neutralizing']","['growth', 'neutralizing'] ","['growth', 'neutralizing'] Maybe if I end my smoking habit I keep my job."
176,I need to do some work or finals week is gonna eat me alive :(,"Finals week is going to be hard, but I'll do some work, and I'm sure I'll do well.",['optimism'],I need to do some work or finals week is gonna eat me alive :( Strategy: ['optimism'],['optimism'] ,"['optimism'] Finals week is going to be hard, but I'll do some work, and I'm sure I'll do well."
177,How are you meant to concentrate when alls you can hear is your little brother shouting at some foreigner on the Xbox?,"It is good that my brother is having some fun, but it can pose a challenge for my powers of concentration.",['optimism'],How are you meant to concentrate when alls you can hear is your little brother shouting at some foreigner on the Xbox? Strategy: ['optimism'],['optimism'] ,"['optimism'] It is good that my brother is having some fun, but it can pose a challenge for my powers of concentration."
178,Now I remember why I go home at for that three day weekend. So I'm not feeling the way I am now.,I'm looking forward to recharging at home for a three day weekend.,['neutralizing'],Now I remember why I go home at for that three day weekend. So I'm not feeling the way I am now. Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] I'm looking forward to recharging at home for a three day weekend.
179,I have to write a 10 minute play that is due Wednesday say whaaaaaaa ?,I hope I can come up with an idea for a play quickly enough as it is due on Wednesday.,"['impermanence', 'optimism']","I have to write a 10 minute play that is due Wednesday say whaaaaaaa ? Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] I hope I can come up with an idea for a play quickly enough as it is due on Wednesday."
