,original_text,reframed_text,strategy,original_with_label,strategy2,strategy_reframe
206,My job will be the death of me! I cannot handle being up till 4 with class the next morning tired TGIF,I can't handle my job and class simultaneously. Waking up till 4 frustrates me.,['neutralizing'],My job will be the death of me! I cannot handle being up till 4 with class the next morning tired TGIF Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] I can't handle my job and class simultaneously. Waking up till 4 frustrates me.
207,"Due to the circumstances of today I think Bugers, Fries, and Wine will be on call. shouldworkout",After this tough day I will have a burger and fries. Tomorrow is a new day.,['impermanence'],"Due to the circumstances of today I think Bugers, Fries, and Wine will be on call. shouldworkout Strategy: ['impermanence']",['impermanence'] ,['impermanence'] After this tough day I will have a burger and fries. Tomorrow is a new day.
208,I think I just had a heart attack. WeTheNorth  as Toronto loses its collective mind.,"Things are crazy in Toronto at the moment, but they always settle down again, this won't last.","['neutralizing', 'optimism']","I think I just had a heart attack. WeTheNorth  as Toronto loses its collective mind. Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Things are crazy in Toronto at the moment, but they always settle down again, this won't last."
209,Tired CleaningMood. ii kinda wish i had to work this week to keep mi mind occupied on sumthin other tge negativitti,I am going to start thinking more positively about every situation I encounter.,"['optimism', 'self_affirmation']","Tired CleaningMood. ii kinda wish i had to work this week to keep mi mind occupied on sumthin other tge negativitti Strategy: ['optimism', 'self_affirmation']","['optimism', 'self_affirmation'] ","['optimism', 'self_affirmation'] I am going to start thinking more positively about every situation I encounter."
210,What a day. Half way done with everything I need to do just add 7 hours of work in the middle of it all,"After this day passes, I am going to take some time to relax myself.",['impermanence'],What a day. Half way done with everything I need to do just add 7 hours of work in the middle of it all Strategy: ['impermanence'],['impermanence'] ,"['impermanence'] After this day passes, I am going to take some time to relax myself."
211,I really wish i could go to the batting cages and just hit the crap out of some balls.,I’ll feel great when I get to go to the batting cages and hit some balls.,"['neutralizing', 'optimism', 'thankfulness']","I really wish i could go to the batting cages and just hit the crap out of some balls. Strategy: ['neutralizing', 'optimism', 'thankfulness']","['neutralizing', 'optimism', 'thankfulness'] ","['neutralizing', 'optimism', 'thankfulness'] I’ll feel great when I get to go to the batting cages and hit some balls."
212,"Just sitting in my stats class working on my teach portfolio. Sorry prof, I can't focus today. finals","I have problems focusing now in stats class because of finals. But finals will be over soon, and I'll be back to normal.","['impermanence', 'optimism']","Just sitting in my stats class working on my teach portfolio. Sorry prof, I can't focus today. finals Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] I have problems focusing now in stats class because of finals. But finals will be over soon, and I'll be back to normal."
213,So freaking frustrated and upset and I just kind of feel like a failure right now. WellIAm,"I am feeling very frustrated right now, but I know it's ok to feel like this sometimes, tomorrow I will feel better","['impermanence', 'neutralizing']","So freaking frustrated and upset and I just kind of feel like a failure right now. WellIAm Strategy: ['impermanence', 'neutralizing']","['impermanence', 'neutralizing'] ","['impermanence', 'neutralizing'] I am feeling very frustrated right now, but I know it's ok to feel like this sometimes, tomorrow I will feel better"
214,I didn't even realize I was writing fuck every other word on my English paper,I finally realized that I was writing bad words every other word and now I can stop it,['neutralizing'],I didn't even realize I was writing fuck every other word on my English paper Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] I finally realized that I was writing bad words every other word and now I can stop it
215,Brain is frazzled. Poorly baby and now I'm cramming RIDDOR etc ready for tomorrow's interview with a view to start work Monday!,I'm cramming for the interview which I'm sure I'll nail!,['optimism'],Brain is frazzled. Poorly baby and now I'm cramming RIDDOR etc ready for tomorrow's interview with a view to start work Monday! Strategy: ['optimism'],['optimism'] ,['optimism'] I'm cramming for the interview which I'm sure I'll nail!
216,I'm so over the rest of this semester and the next 2 years of nursing school,Only 2 more years left of school until I have my dream job!,['impermanence'],I'm so over the rest of this semester and the next 2 years of nursing school Strategy: ['impermanence'],['impermanence'] ,['impermanence'] Only 2 more years left of school until I have my dream job!
217,Been scrap booking 3 days straight with sickness.. So tired Can I just be done?!,Hopefully I can stop scrap booking while I am sick and get some energy back into my life.,['neutralizing'],Been scrap booking 3 days straight with sickness.. So tired Can I just be done?! Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] Hopefully I can stop scrap booking while I am sick and get some energy back into my life.
218,Violently ill last night >;.>; threw up the happy meal I had :/ that with a head ach dont mix at all!,"I feel sick but usually I have gone through this kind of situation the next day, so I will be fine soon.",['optimism'],Violently ill last night >;.>; threw up the happy meal I had :/ that with a head ach dont mix at all! Strategy: ['optimism'],['optimism'] ,"['optimism'] I feel sick but usually I have gone through this kind of situation the next day, so I will be fine soon."
219,I really just want to go in the middle of a field and scream for about 10 min. frustrated restless,I think I would feel better if I go out into the field and scream for 10 minutes to vent out my feelings.,"['neutralizing', 'optimism']","I really just want to go in the middle of a field and scream for about 10 min. frustrated restless Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I think I would feel better if I go out into the field and scream for 10 minutes to vent out my feelings."
220,Really been spending too much time with my pals cos they're really pissing me off,"I'm spending too much time with my pals, and sometimes I feel they're annoying me. But still, I'm glad that I have them by my side.","['neutralizing', 'thankfulness']","Really been spending too much time with my pals cos they're really pissing me off Strategy: ['neutralizing', 'thankfulness']","['neutralizing', 'thankfulness'] ","['neutralizing', 'thankfulness'] I'm spending too much time with my pals, and sometimes I feel they're annoying me. But still, I'm glad that I have them by my side."
221,"Hve a head cold, atm. You know that's when your body is telling you that you've been overworking and stressing yourself. downtime",I've worked hard enough that I deserve some downtime to ease my stress.,['self_affirmation'],"Hve a head cold, atm. You know that's when your body is telling you that you've been overworking and stressing yourself. downtime Strategy: ['self_affirmation']",['self_affirmation'] ,['self_affirmation'] I've worked hard enough that I deserve some downtime to ease my stress.
222,It's too late to be up and too early for me to be up Here's to hoping the sandman pays me a visit,Really wish I was asleep but at least if I stay up tonight I will be exhausted tomorrow and have a good night sleep.,"['neutralizing', 'optimism']","It's too late to be up and too early for me to be up Here's to hoping the sandman pays me a visit Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Really wish I was asleep but at least if I stay up tonight I will be exhausted tomorrow and have a good night sleep."
223,I would seriously pay someone to come over and give me a back massage,I was so tired I think I need to get massage.,['impermanence'],I would seriously pay someone to come over and give me a back massage Strategy: ['impermanence'],['impermanence'] ,['impermanence'] I was so tired I think I need to get massage.
224,"Its gonna be one of those weeks, when you know youre gonna have a mental breakdown or two..","This week is one of the bad ones, but I think next week would hold something good in store for me.","['neutralizing', 'optimism']","Its gonna be one of those weeks, when you know youre gonna have a mental breakdown or two.. Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] This week is one of the bad ones, but I think next week would hold something good in store for me."
225,Feeling stressed! I'll be glad when I'm in the house and paying the mortgage! This waiting to hear malarkey is driving me mad!,"I am glad about paying the mortgage when I am in the house, but waiting to hear malarkey is something I don’t like.","['neutralizing', 'optimism']","Feeling stressed! I'll be glad when I'm in the house and paying the mortgage! This waiting to hear malarkey is driving me mad! Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I am glad about paying the mortgage when I am in the house, but waiting to hear malarkey is something I don’t like."
226,Should really go to computers But after that class I want to go home and cry while hugging my dogs. pathetic,I should take rest after completing my class.,['growth'],Should really go to computers But after that class I want to go home and cry while hugging my dogs. pathetic Strategy: ['growth'],['growth'] ,['growth'] I should take rest after completing my class.
227,"14:34 for a mile and a half, my best time yet. Still nervous for Friday tho","I'm nervous but excited about the big race on Friday. I've trained hard and just broke a personal record, so I'm in great shape for the main event!","['growth', 'optimism']","14:34 for a mile and a half, my best time yet. Still nervous for Friday tho Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] I'm nervous but excited about the big race on Friday. I've trained hard and just broke a personal record, so I'm in great shape for the main event!"
228,I can't believe it's already going to be September tomorrow. ..time seriously needs to slow down right now!! :(,It's almost going to be September soon but thankful for Christmas coming up.,"['optimism', 'thankfulness']","I can't believe it's already going to be September tomorrow. ..time seriously needs to slow down right now!! :( Strategy: ['optimism', 'thankfulness']","['optimism', 'thankfulness'] ","['optimism', 'thankfulness'] It's almost going to be September soon but thankful for Christmas coming up."
229,Ugh ! Remind me not to volunteer to do apartment bldgs ! 90 papers took me 2 1/2 fucking hrs ! Totally pissed off and tired !,Making buildings is difficult but it’s good because it brings a big reward.,['optimism'],Ugh ! Remind me not to volunteer to do apartment bldgs ! 90 papers took me 2 1/2 fucking hrs ! Totally pissed off and tired ! Strategy: ['optimism'],['optimism'] ,['optimism'] Making buildings is difficult but it’s good because it brings a big reward.
230,Should be chilling in the sun instead I'm having to try find another dress incase mine doesn't arrive in time :( !,I hope the dress I have ordered comes on time so that I can enjoy the sun like others are doing today.,"['impermanence', 'optimism']","Should be chilling in the sun instead I'm having to try find another dress incase mine doesn't arrive in time :( ! Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] I hope the dress I have ordered comes on time so that I can enjoy the sun like others are doing today."
231,I burned my face with my straightener. ThisNeverHappenedBefore Stressed don't be stressed smile lol,"An accident happened to me, sooner I'll be fine.",['optimism'],I burned my face with my straightener. ThisNeverHappenedBefore Stressed don't be stressed smile lol Strategy: ['optimism'],['optimism'] ,"['optimism'] An accident happened to me, sooner I'll be fine."
232,Raaaaa if this was to be the other way round all hell would have kicked off!!,"Thankfully, it wasn't the other way around, everything happened correctly.",['optimism'],Raaaaa if this was to be the other way round all hell would have kicked off!! Strategy: ['optimism'],['optimism'] ,"['optimism'] Thankfully, it wasn't the other way around, everything happened correctly."
233,How many times will I learn the same lesson and still do the same mistake.. I pity myself :(,It's only a matter of time until I stop making this mistake on this same lesson.,['impermanence'],How many times will I learn the same lesson and still do the same mistake.. I pity myself :( Strategy: ['impermanence'],['impermanence'] ,['impermanence'] It's only a matter of time until I stop making this mistake on this same lesson.
234,"easy decision right Gotta be aztec4life RT: Man, this decision is getting harder and harder..",Life's getting harder every day which means I am also getting smarter every day.,['growth'],"easy decision right Gotta be aztec4life RT: Man, this decision is getting harder and harder.. Strategy: ['growth']",['growth'] ,['growth'] Life's getting harder every day which means I am also getting smarter every day.
235,I hate being upset and annoyed. And I don't feel like doing anything today and I just woke up.,I will go back to sleep and feel better when I wake up.,['impermanence'],I hate being upset and annoyed. And I don't feel like doing anything today and I just woke up. Strategy: ['impermanence'],['impermanence'] ,['impermanence'] I will go back to sleep and feel better when I wake up.
236,I should probably start on all my homework and studying but first ill take a relaxing bath,I would be good if I start my homework and studying after a relaxing bath.,['optimism'],I should probably start on all my homework and studying but first ill take a relaxing bath Strategy: ['optimism'],['optimism'] ,['optimism'] I would be good if I start my homework and studying after a relaxing bath.
237,My mind feels as unsettled as my stomach It's going to be a long night. sick,"My mind and my stomach are both unsettled tonight, but I hope the morning holds something good for me.","['neutralizing', 'optimism']","My mind feels as unsettled as my stomach It's going to be a long night. sick Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] My mind and my stomach are both unsettled tonight, but I hope the morning holds something good for me."
238,"to the max? You need extra B vitamins, C, magnesium, and selenium whenever your adrenals are being taxed, esp. long term. If you find yourself needing to nap, do so (when you can).Try not to rely on caffeine/stimulants just to push through and keep going.","To get maximum results take extra B vitamins, C, magnesium, and selenium whenever you feel your adrenals are being taxed. Take naps when its appropriate and don't just rely on caffeine/stimulants to keep yourself going. I hope these tips will help!",['optimism'],"to the max? You need extra B vitamins, C, magnesium, and selenium whenever your adrenals are being taxed, esp. long term. If you find yourself needing to nap, do so (when you can).Try not to rely on caffeine/stimulants just to push through and keep going. Strategy: ['optimism']",['optimism'] ,"['optimism'] To get maximum results take extra B vitamins, C, magnesium, and selenium whenever you feel your adrenals are being taxed. Take naps when its appropriate and don't just rely on caffeine/stimulants to keep yourself going. I hope these tips will help!"
239,Its insane how the playoffs have an impact on how fast my heart is beating.,It's amazing how exciting the playoff is.,['neutralizing'],Its insane how the playoffs have an impact on how fast my heart is beating. Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] It's amazing how exciting the playoff is.
240,Is it bad that I don't know what major to choose for college and I graduate in a few months?,I hope to choose my major for soon as my graduation is nearing.,"['neutralizing', 'optimism']","Is it bad that I don't know what major to choose for college and I graduate in a few months? Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I hope to choose my major for soon as my graduation is nearing."
241,Just because times are hard never give up God always comes through remember it doesn't rain forever woman man kids TeenMom teenagers gayrights abuseisnotagame,"God always comes, remember that when it rains the rainbow comes out. We all have rights",['neutralizing'],Just because times are hard never give up God always comes through remember it doesn't rain forever woman man kids TeenMom teenagers gayrights abuseisnotagame Strategy: ['neutralizing'],['neutralizing'] ,"['neutralizing'] God always comes, remember that when it rains the rainbow comes out. We all have rights"
242,I have soo many things to do in such a short amount of time that it's just stupid,I have a busy few weeks but I’m up to the challenge.,"['growth', 'neutralizing', 'thankfulness']","I have soo many things to do in such a short amount of time that it's just stupid Strategy: ['growth', 'neutralizing', 'thankfulness']","['growth', 'neutralizing', 'thankfulness'] ","['growth', 'neutralizing', 'thankfulness'] I have a busy few weeks but I’m up to the challenge."
243,This Dubai rental story gives me so much unnecessary anxiety every year. When will these crazy landlords stop their antics!,Landlords are always tough to handle but at least I have an interesting story from the experience.,"['neutralizing', 'optimism']","This Dubai rental story gives me so much unnecessary anxiety every year. When will these crazy landlords stop their antics! Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Landlords are always tough to handle but at least I have an interesting story from the experience."
244,I kno this is just another challenge god has for me to motivate me to work harder . It's hard but I'm determined . Prayers,"I am grateful for always having God by my side even when I have a lot of work, I feel that in these difficult days a prayer improves everything.","['optimism', 'thankfulness']","I kno this is just another challenge god has for me to motivate me to work harder . It's hard but I'm determined . Prayers Strategy: ['optimism', 'thankfulness']","['optimism', 'thankfulness'] ","['optimism', 'thankfulness'] I am grateful for always having God by my side even when I have a lot of work, I feel that in these difficult days a prayer improves everything."
245,"Dont call me ,Trailer Trash. My trailer is very clean and immaculately decorated. thursdaymorning sunset LoveIsNotTourism LGBTQ tuesdayvibes fridaymorning lifestyle Trends racism TuesdayMorning Tuesday thursdaymorning SatanicElite Weird StreamingNow",Living in a trailer does have its perks.,"['impermanence', 'optimism']","Dont call me ,Trailer Trash. My trailer is very clean and immaculately decorated. thursdaymorning sunset LoveIsNotTourism LGBTQ tuesdayvibes fridaymorning lifestyle Trends racism TuesdayMorning Tuesday thursdaymorning SatanicElite Weird StreamingNow Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] Living in a trailer does have its perks."
246,So want to have good grades and pass all my exams but at the same time I just Cba to put the time and effort in :( feels,I hope to be done with my exams so that I get good grades and graduate soon.,"['growth', 'impermanence']","So want to have good grades and pass all my exams but at the same time I just Cba to put the time and effort in :( feels Strategy: ['growth', 'impermanence']","['growth', 'impermanence'] ","['growth', 'impermanence'] I hope to be done with my exams so that I get good grades and graduate soon."
247,Sometimes I wish I had someone who just made all the tough decisions in life for me. whattodo,It is tough to make tough decisions but that experience helps to mould you in life.,"['growth', 'neutralizing', 'optimism']","Sometimes I wish I had someone who just made all the tough decisions in life for me. whattodo Strategy: ['growth', 'neutralizing', 'optimism']","['growth', 'neutralizing', 'optimism'] ","['growth', 'neutralizing', 'optimism'] It is tough to make tough decisions but that experience helps to mould you in life."
248,My chances of getting into the school in Canada are very slim But I don't want to live in California,"Even though I can probably get into a school in Canada, I can think of several good points about going to California.","['optimism', 'thankfulness']","My chances of getting into the school in Canada are very slim But I don't want to live in California Strategy: ['optimism', 'thankfulness']","['optimism', 'thankfulness'] ","['optimism', 'thankfulness'] Even though I can probably get into a school in Canada, I can think of several good points about going to California."
249,Too. Early. 3:30 am wake up call can't even. Also WHY DO I HAVE SO MUCH GREY HAIR stressed filmlife,I've got a 3:30 am wake up call and my hair is turning grey. I'll look good as a silver fox.,['growth'],Too. Early. 3:30 am wake up call can't even. Also WHY DO I HAVE SO MUCH GREY HAIR stressed filmlife Strategy: ['growth'],['growth'] ,['growth'] I've got a 3:30 am wake up call and my hair is turning grey. I'll look good as a silver fox.
250,Who would have ever guessed that it would be so freaking hard to get three different grades from two different schools together.,"I didn't realize it would be such hard work to get three different grades from two different schools, but I'm thankful I'm at least able to attend these great institutions.","['neutralizing', 'optimism', 'thankfulness']","Who would have ever guessed that it would be so freaking hard to get three different grades from two different schools together. Strategy: ['neutralizing', 'optimism', 'thankfulness']","['neutralizing', 'optimism', 'thankfulness'] ","['neutralizing', 'optimism', 'thankfulness'] I didn't realize it would be such hard work to get three different grades from two different schools, but I'm thankful I'm at least able to attend these great institutions."
251,The moment you sit and ponder on decisions you're making and literally think WTF am I doing???? thestruggle,When you think about the mistakes you made and realize that you're still here it's a good feeling.,['optimism'],The moment you sit and ponder on decisions you're making and literally think WTF am I doing???? thestruggle Strategy: ['optimism'],['optimism'] ,['optimism'] When you think about the mistakes you made and realize that you're still here it's a good feeling.
252,Right now is the night I wish I had the special someone to talk to but nope I'm lonely like fuck !!,"I don't have a special someone to talk to right now, but I love myself and I know I can get through any situation!",['self_affirmation'],Right now is the night I wish I had the special someone to talk to but nope I'm lonely like fuck !! Strategy: ['self_affirmation'],['self_affirmation'] ,"['self_affirmation'] I don't have a special someone to talk to right now, but I love myself and I know I can get through any situation!"
253,Too much to do constantly can't remember the last time I had a night where I didn't have work or some other brain numbing task,"Despite a lot of work I've been having lately, I must be grateful that I'm not idle.","['optimism', 'thankfulness']","Too much to do constantly can't remember the last time I had a night where I didn't have work or some other brain numbing task Strategy: ['optimism', 'thankfulness']","['optimism', 'thankfulness'] ","['optimism', 'thankfulness'] Despite a lot of work I've been having lately, I must be grateful that I'm not idle."
254,I swear i hve never been thur so much bullshyt in my life untill i met my baby daddy,"My baby daddy has some problems, but I tell myself that I can work through them.","['optimism', 'self_affirmation']","I swear i hve never been thur so much bullshyt in my life untill i met my baby daddy Strategy: ['optimism', 'self_affirmation']","['optimism', 'self_affirmation'] ","['optimism', 'self_affirmation'] My baby daddy has some problems, but I tell myself that I can work through them."
255,Can't wait to be done with nursing school so my face will stop breaking out.,"The nursing school might be hard but after I finish it, I will be more skilled.",['optimism'],Can't wait to be done with nursing school so my face will stop breaking out. Strategy: ['optimism'],['optimism'] ,"['optimism'] The nursing school might be hard but after I finish it, I will be more skilled."
256,Juggling 20 credit hours of school and 4 bar shifts in a row is no joke. tired,Hours of school and 4 bar shifts in a row is no joke hope this situation change.,"['neutralizing', 'thankfulness']","Juggling 20 credit hours of school and 4 bar shifts in a row is no joke. tired Strategy: ['neutralizing', 'thankfulness']","['neutralizing', 'thankfulness'] ","['neutralizing', 'thankfulness'] Hours of school and 4 bar shifts in a row is no joke hope this situation change."
257,I'm going to cry this week I don't know when but it will happen.  school,I look forward to the moments of joy this week will bring to me.,['optimism'],I'm going to cry this week I don't know when but it will happen.  school Strategy: ['optimism'],['optimism'] ,['optimism'] I look forward to the moments of joy this week will bring to me.
258,"Something's has to give somewhere along the lines, before I snap and go crazy. panic stressed",Very stressed out right now; got to make a big change for sanity.,['growth'],"Something's has to give somewhere along the lines, before I snap and go crazy. panic stressed Strategy: ['growth']",['growth'] ,['growth'] Very stressed out right now; got to make a big change for sanity.
259,"When you're not feeling so well and your neighbors start playing loud, annoying musicFeeling and Annoyed .",My neighbors should learn to play their music softer.,['neutralizing'],"When you're not feeling so well and your neighbors start playing loud, annoying musicFeeling and Annoyed . Strategy: ['neutralizing']",['neutralizing'] ,['neutralizing'] My neighbors should learn to play their music softer.
260,Ugh I hate not being able to film videos especially for this long . Hopefully everything dies down soon,"After it dies down, I can film my videos again.",['impermanence'],Ugh I hate not being able to film videos especially for this long . Hopefully everything dies down soon Strategy: ['impermanence'],['impermanence'] ,"['impermanence'] After it dies down, I can film my videos again."
261,I think the amount of stress I've been under causes heart attacks and mental illness,It is true that stress causes heart attacks and illness.,['neutralizing'],I think the amount of stress I've been under causes heart attacks and mental illness Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] It is true that stress causes heart attacks and illness.
262,Legit so pissed about today. I shouldn't have to work when it's not in my availability,I am not happy that I have to work outside my schedule but at least I'll get a bigger paycheck!,['optimism'],Legit so pissed about today. I shouldn't have to work when it's not in my availability Strategy: ['optimism'],['optimism'] ,['optimism'] I am not happy that I have to work outside my schedule but at least I'll get a bigger paycheck!
263,I don't think I'm gonna get to go home for Christmas this year and I feel oddly depressed but relieved about it lonelychristmas,"I don't think I'm going to get to go home for Christmas this year, and that makes me feel bad. But also, that makes me feel relieved, and I'm thankful for that.",['thankfulness'],I don't think I'm gonna get to go home for Christmas this year and I feel oddly depressed but relieved about it lonelychristmas Strategy: ['thankfulness'],['thankfulness'] ,"['thankfulness'] I don't think I'm going to get to go home for Christmas this year, and that makes me feel bad. But also, that makes me feel relieved, and I'm thankful for that."
264,"Thought I'd have a stress free evening wrapping presents. Got that wrong, paper, ribbion and sellotape everywhere",Try to remember what those presents are for.  I'm sure the people who will get them will be very appreciative.,"['optimism', 'thankfulness']","Thought I'd have a stress free evening wrapping presents. Got that wrong, paper, ribbion and sellotape everywhere Strategy: ['optimism', 'thankfulness']","['optimism', 'thankfulness'] ","['optimism', 'thankfulness'] Try to remember what those presents are for.  I'm sure the people who will get them will be very appreciative."
265,Meeting with a prof today and he didn't tell me why he wanted to meet. AmIInTrouble I feel like bad news is coming.,Meeting with a prof today who didn't tell me why he wanted to meet. Time to learn not to bother much about the outcome of such meetings.,['growth'],Meeting with a prof today and he didn't tell me why he wanted to meet. AmIInTrouble I feel like bad news is coming. Strategy: ['growth'],['growth'] ,['growth'] Meeting with a prof today who didn't tell me why he wanted to meet. Time to learn not to bother much about the outcome of such meetings.
266,My pre-law advisor hasn't emailed me back about my personal statements I I've resorted to sitting outside if his office,"I think my pre-legal consultant is busy, I will wait a little longer, soon he will answer me",['optimism'],My pre-law advisor hasn't emailed me back about my personal statements I I've resorted to sitting outside if his office Strategy: ['optimism'],['optimism'] ,"['optimism'] I think my pre-legal consultant is busy, I will wait a little longer, soon he will answer me"
267,I hate that moment when your so frustrated that tears just start to flow out. Yet there is nothing you can do about it.,"There will always be bad and frustrating moments, but I need to raise my head and move on.","['growth', 'optimism']","I hate that moment when your so frustrated that tears just start to flow out. Yet there is nothing you can do about it. Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] There will always be bad and frustrating moments, but I need to raise my head and move on."
268,"sorry about all the complaining, i have a lot going on in my life, people dont understand",It's okay for me to complain at the moment I need to look after myself and things will get better soon.,"['growth', 'neutralizing', 'optimism']","sorry about all the complaining, i have a lot going on in my life, people dont understand Strategy: ['growth', 'neutralizing', 'optimism']","['growth', 'neutralizing', 'optimism'] ","['growth', 'neutralizing', 'optimism'] It's okay for me to complain at the moment I need to look after myself and things will get better soon."
269,Pay a small fortune every month for my iMac.for it to turn black every 5 minutes.Scammed,I should get a better iMac as spending a fortune on the current one looks useless.,['impermanence'],Pay a small fortune every month for my iMac.for it to turn black every 5 minutes.Scammed Strategy: ['impermanence'],['impermanence'] ,['impermanence'] I should get a better iMac as spending a fortune on the current one looks useless.
270,I can tell when I'm truly stressed because one day I'll forget to eat and the next I'll eat a whole pack of hot dogs in under 4 minutes.,Being stressed is part of the human life so I just got to get used to it.,['impermanence'],I can tell when I'm truly stressed because one day I'll forget to eat and the next I'll eat a whole pack of hot dogs in under 4 minutes. Strategy: ['impermanence'],['impermanence'] ,['impermanence'] Being stressed is part of the human life so I just got to get used to it.
271,Seriously my life sucks right now but the only thing I know to do is trust in god. faith,"I'm sure everything will be ok, God is on my side, and he will make everything work out in the end.","['growth', 'neutralizing', 'optimism']","Seriously my life sucks right now but the only thing I know to do is trust in god. faith Strategy: ['growth', 'neutralizing', 'optimism']","['growth', 'neutralizing', 'optimism'] ","['growth', 'neutralizing', 'optimism'] I'm sure everything will be ok, God is on my side, and he will make everything work out in the end."
272,Urgh is how I feel right now :-( few more weeks till uni is over. I cannot wait,"I don't feel alright now, but it is a few weeks until uni is over and all will be okay.","['impermanence', 'neutralizing']","Urgh is how I feel right now :-( few more weeks till uni is over. I cannot wait Strategy: ['impermanence', 'neutralizing']","['impermanence', 'neutralizing'] ","['impermanence', 'neutralizing'] I don't feel alright now, but it is a few weeks until uni is over and all will be okay."
273,"Behind in math, no internet again, flat tire, work at 5. Hows your day going?","Behind in math, no internet again, flat tire, work at 5. But I have to stay strong and keep going, because complaining is not going to take me anywhere.",['growth'],"Behind in math, no internet again, flat tire, work at 5. Hows your day going? Strategy: ['growth']",['growth'] ,"['growth'] Behind in math, no internet again, flat tire, work at 5. But I have to stay strong and keep going, because complaining is not going to take me anywhere."
274,Thought there was suppose to be a snow day.. My day is ruined. midterms tired,"My midterms are still on, but at least the snow looks pretty.",['optimism'],Thought there was suppose to be a snow day.. My day is ruined. midterms tired Strategy: ['optimism'],['optimism'] ,"['optimism'] My midterms are still on, but at least the snow looks pretty."
275,I hate it when other people or companies mess up but im the one who feels guilty about it. Everyone expects me to have all the answers and be able to fix things with a click of my fingers. depression mentalhealth,I can't be so hard on myself for something that isn't my fault.  I just have to take things one at a time.,"['growth', 'optimism']","I hate it when other people or companies mess up but im the one who feels guilty about it. Everyone expects me to have all the answers and be able to fix things with a click of my fingers. depression mentalhealth Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] I can't be so hard on myself for something that isn't my fault.  I just have to take things one at a time."
276,"I'm over people not sending it in but can ya at least text ,Facebook, tell someone in my family, anything to let me know ! Ugh!",Technology helps me to communicate with people.,['self_affirmation'],"I'm over people not sending it in but can ya at least text ,Facebook, tell someone in my family, anything to let me know ! Ugh! Strategy: ['self_affirmation']",['self_affirmation'] ,['self_affirmation'] Technology helps me to communicate with people.
277,My one complaint about college is all the annoying forms and wondering if you filled something out correctly.,I need to be more patient and understand that filling forms is part of entering a college.,"['growth', 'neutralizing']","My one complaint about college is all the annoying forms and wondering if you filled something out correctly. Strategy: ['growth', 'neutralizing']","['growth', 'neutralizing'] ","['growth', 'neutralizing'] I need to be more patient and understand that filling forms is part of entering a college."
278,How the Rangers AND Knicks can break my heart in the same day is absurd.,Both the Rangers and Knicks have disappointed me today. I hope they have better days ahead.,"['growth', 'impermanence']","How the Rangers AND Knicks can break my heart in the same day is absurd. Strategy: ['growth', 'impermanence']","['growth', 'impermanence'] ","['growth', 'impermanence'] Both the Rangers and Knicks have disappointed me today. I hope they have better days ahead."
279,"I live two minutes from my office. Yet sometimes, it takes forever to get to work. I hate traffic",Leaving my house earlier will help me get to work faster and avoid traffic.,['growth'],"I live two minutes from my office. Yet sometimes, it takes forever to get to work. I hate traffic Strategy: ['growth']",['growth'] ,['growth'] Leaving my house earlier will help me get to work faster and avoid traffic.
280,If I make it through the next few weeks without an actual breakdown I will have achieved something,"I know I can survive the next few weeks, I need to be strong, I will don't collapse.","['growth', 'optimism']","If I make it through the next few weeks without an actual breakdown I will have achieved something Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] I know I can survive the next few weeks, I need to be strong, I will don't collapse."
281,and Its Only Monday! Waaaah Think Ill Have A Cheeky Jerry Tonight To Soothe The Pain,Had a great day and I need to pamper myself today.,['growth'],and Its Only Monday! Waaaah Think Ill Have A Cheeky Jerry Tonight To Soothe The Pain Strategy: ['growth'],['growth'] ,['growth'] Had a great day and I need to pamper myself today.
