,original_text,reframed_text,strategy,original_with_label,strategy2,strategy_reframe
2027,"Just started my online: school none of books have arrived, I don't know how to submit my work, and my mom is being as lazy as ever","Im so happy to be starting online school, just need to wait for my books to arrive now.","['growth', 'neutralizing', 'optimism', 'thankfulness']","Just started my online: school none of books have arrived, I don't know how to submit my work, and my mom is being as lazy as ever Strategy: ['growth', 'neutralizing', 'optimism', 'thankfulness']","['growth', 'neutralizing', 'optimism', 'thankfulness'] ","['growth', 'neutralizing', 'optimism', 'thankfulness'] Im so happy to be starting online school, just need to wait for my books to arrive now."
2028,Trying to find a new home in a city you barely know is the most difficult task. Knowing nobody doesn't help.,"It will be a challenge that I will have to overcome if I want to find a good home in this city. Despite not knowing anything, I know that I am capable.","['growth', 'optimism']","Trying to find a new home in a city you barely know is the most difficult task. Knowing nobody doesn't help. Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] It will be a challenge that I will have to overcome if I want to find a good home in this city. Despite not knowing anything, I know that I am capable."
2029,"Weird dreams, a restless baby, and the worry that we are going to get evicted today= absolutely no sleep for me.",It is necessary to stop thinking about the problems and the mind to be able to go back to sleep,['self_affirmation'],"Weird dreams, a restless baby, and the worry that we are going to get evicted today= absolutely no sleep for me. Strategy: ['self_affirmation']",['self_affirmation'] ,['self_affirmation'] It is necessary to stop thinking about the problems and the mind to be able to go back to sleep
2030,Being stressed out is bothering me because I have a bad headache and won't go away!! killme headache,"It's high time I learn to focus on ways to relax myself when stressed, to keep killer-headaches at bay.",['growth'],Being stressed out is bothering me because I have a bad headache and won't go away!! killme headache Strategy: ['growth'],['growth'] ,"['growth'] It's high time I learn to focus on ways to relax myself when stressed, to keep killer-headaches at bay."
2031,Where are my guests?! We have to EAT and then get down to the duck race in the village for 2pm! !,I hope my guests come on time to eat and go to the duck race in the village at 2 p.m.,"['neutralizing', 'optimism']","Where are my guests?! We have to EAT and then get down to the duck race in the village for 2pm! ! Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I hope my guests come on time to eat and go to the duck race in the village at 2 p.m."
2032,"Trains late, woman next to me is breathing like a panting dog and its red hot","The train is late plus the women next to me is breathing heavy, but I'm not in a hurry, and I'll just ignore the noises.",['neutralizing'],"Trains late, woman next to me is breathing like a panting dog and its red hot Strategy: ['neutralizing']",['neutralizing'] ,"['neutralizing'] The train is late plus the women next to me is breathing heavy, but I'm not in a hurry, and I'll just ignore the noises."
2033,If a normal person had as many thoughts run through their head as I do they might just go insane,I am really proud of myself for staying cool whilst feeling not my best.,"['neutralizing', 'optimism', 'self_affirmation']","If a normal person had as many thoughts run through their head as I do they might just go insane Strategy: ['neutralizing', 'optimism', 'self_affirmation']","['neutralizing', 'optimism', 'self_affirmation'] ","['neutralizing', 'optimism', 'self_affirmation'] I am really proud of myself for staying cool whilst feeling not my best."
2034,"I have no words to describe my day so far, but I do however have a ton of obscene gestures.",I'm pretty upset right now but tomorrow is a new day.,"['neutralizing', 'optimism']","I have no words to describe my day so far, but I do however have a ton of obscene gestures. Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I'm pretty upset right now but tomorrow is a new day."
2035,"If I make it through this day without any break downs, it's gonna be a miracle. 3finals",The good thing about having a difficult day is that it is proportional to the learning.,"['growth', 'optimism']","If I make it through this day without any break downs, it's gonna be a miracle. 3finals Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] The good thing about having a difficult day is that it is proportional to the learning."
2036,"I hate law, this is essay is just a big pile of crap cause I have no clue what I'm talking about! coursework rambling",I believe I am not very familiar with law as I am having difficulty understanding even what I am saying.,['neutralizing'],"I hate law, this is essay is just a big pile of crap cause I have no clue what I'm talking about! coursework rambling Strategy: ['neutralizing']",['neutralizing'] ,['neutralizing'] I believe I am not very familiar with law as I am having difficulty understanding even what I am saying.
2037,"Im booking a massage as soon as this lockdown is over. One of those long 3 hour ones where they massage your face, head and eyes!",I have plans to get a massage after the lockdown is over and I know I will enjoy it more since I have been waiting for it.,['optimism'],"Im booking a massage as soon as this lockdown is over. One of those long 3 hour ones where they massage your face, head and eyes! Strategy: ['optimism']",['optimism'] ,['optimism'] I have plans to get a massage after the lockdown is over and I know I will enjoy it more since I have been waiting for it.
2038,I have never wanted a semester to end and not end so badly at the same time before! graduation,"Wanting and doesn't want the end of the semester at the same time is an unfamiliar ambivalence. However, the end is independent of our wishes.",['neutralizing'],I have never wanted a semester to end and not end so badly at the same time before! graduation Strategy: ['neutralizing'],['neutralizing'] ,"['neutralizing'] Wanting and doesn't want the end of the semester at the same time is an unfamiliar ambivalence. However, the end is independent of our wishes."
2039,Note to self never cut grass again ever converse now green and fletch screaming for me to stop sweating,I'll need to find someone to cut the grass for me or plan better so that my converse is not green and fletch won't scream at me for sweating.,"['growth', 'neutralizing']","Note to self never cut grass again ever converse now green and fletch screaming for me to stop sweating Strategy: ['growth', 'neutralizing']","['growth', 'neutralizing'] ","['growth', 'neutralizing'] I'll need to find someone to cut the grass for me or plan better so that my converse is not green and fletch won't scream at me for sweating."
2040,Noooo I don't want it to be Monday :( I'm not ready for the week to start toomuchtodo,I hope to have an early start to Monday so that I can complete my tasks for the week quickly.,"['growth', 'optimism']","Noooo I don't want it to be Monday :( I'm not ready for the week to start toomuchtodo Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] I hope to have an early start to Monday so that I can complete my tasks for the week quickly."
2041,The worst text ever is Verizon saying I used 75% of my data plan :| I have 14 days left of this bill,The fact that I get notifications about almost using all of my data already it means I have to spend less time on internet.,['neutralizing'],The worst text ever is Verizon saying I used 75% of my data plan :| I have 14 days left of this bill Strategy: ['neutralizing'],['neutralizing'] ,['neutralizing'] The fact that I get notifications about almost using all of my data already it means I have to spend less time on internet.
2042,Why am I wideeee awake now and why do I have the sudden urge to go out for a run! strange,The sudden urge to go out for a run is awesome! I wish it wasn't rare.,"['optimism', 'thankfulness']","Why am I wideeee awake now and why do I have the sudden urge to go out for a run! strange Strategy: ['optimism', 'thankfulness']","['optimism', 'thankfulness'] ","['optimism', 'thankfulness'] The sudden urge to go out for a run is awesome! I wish it wasn't rare."
2043,"Wishin i could get booked by or anyone and actually use my talent as a dj, goals are so hard wtf dj","Only a matter of time, I will soon get booked and actually be able to use my talent as a dj!",['impermanence'],"Wishin i could get booked by or anyone and actually use my talent as a dj, goals are so hard wtf dj Strategy: ['impermanence']",['impermanence'] ,"['impermanence'] Only a matter of time, I will soon get booked and actually be able to use my talent as a dj!"
2044,Lots of hospital and physio appointments this week. getting my hearing aids fitted too. Not a good week for me,Lots of hospital and physio appointments this week. Getting my hearing aids fitted too. I feel so thankful that I'm able to pay for my treatments!,['thankfulness'],Lots of hospital and physio appointments this week. getting my hearing aids fitted too. Not a good week for me Strategy: ['thankfulness'],['thankfulness'] ,['thankfulness'] Lots of hospital and physio appointments this week. Getting my hearing aids fitted too. I feel so thankful that I'm able to pay for my treatments!
2045,this has been the busiest week of my life and I just need it to be monday,"This week was very busy, but everything went well, next week will be satisfactory.",['optimism'],this has been the busiest week of my life and I just need it to be monday Strategy: ['optimism'],['optimism'] ,"['optimism'] This week was very busy, but everything went well, next week will be satisfactory."
2046,"Just watched a lady come out of the liquor store with a mini bottle of vodka, chug it, throw it in the garbage, and keep walking like nothing happened. Just same.",I just saw a lady enjoying a bottle of vodka,['neutralizing'],"Just watched a lady come out of the liquor store with a mini bottle of vodka, chug it, throw it in the garbage, and keep walking like nothing happened. Just same. Strategy: ['neutralizing']",['neutralizing'] ,['neutralizing'] I just saw a lady enjoying a bottle of vodka
2047,Studying for a World Lit 2 test and going insane! How am I supposed to know this stuff when we didn't go over it?!,Studying for a World Lit 2 test hope I get good marks.,"['neutralizing', 'thankfulness']","Studying for a World Lit 2 test and going insane! How am I supposed to know this stuff when we didn't go over it?! Strategy: ['neutralizing', 'thankfulness']","['neutralizing', 'thankfulness'] ","['neutralizing', 'thankfulness'] Studying for a World Lit 2 test hope I get good marks."
2048,I've worked on my isu all weekend that I haven't done any other of my homework.,I've worked on my isu all weekend that I haven't done any other of my homework. On the bright side I made good progress and will be done with it sooner.,['optimism'],I've worked on my isu all weekend that I haven't done any other of my homework. Strategy: ['optimism'],['optimism'] ,['optimism'] I've worked on my isu all weekend that I haven't done any other of my homework. On the bright side I made good progress and will be done with it sooner.
2049,I'm missing a test and two quizzes today Why couldn't this happen last week when nothing was going on??,"Time to learn how to organize, so that way I don't miss any more tests or quizzes.",['growth'],I'm missing a test and two quizzes today Why couldn't this happen last week when nothing was going on?? Strategy: ['growth'],['growth'] ,"['growth'] Time to learn how to organize, so that way I don't miss any more tests or quizzes."
2050,i need some sleep!! mad relieved Tired i guess thats what i get for waiting..,I’ve had a long waiting and hope to get some sleep soon.,['optimism'],i need some sleep!! mad relieved Tired i guess thats what i get for waiting.. Strategy: ['optimism'],['optimism'] ,['optimism'] I’ve had a long waiting and hope to get some sleep soon.
2051,When people make you feel unwanted dont leave to make them feel sad or guilty. Leave them b/c you no longer have a reason to stay,Since I feel unwanted I'm going to go out and find some new friends who will appreciate me.,"['growth', 'optimism']","When people make you feel unwanted dont leave to make them feel sad or guilty. Leave them b/c you no longer have a reason to stay Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] Since I feel unwanted I'm going to go out and find some new friends who will appreciate me."
2052,"i feel like im not gonna get accepted into any college i want to go to..)':"" :(",I will stay positive and keep hope for my college acceptance.,['optimism'],"i feel like im not gonna get accepted into any college i want to go to..)':"" :( Strategy: ['optimism']",['optimism'] ,['optimism'] I will stay positive and keep hope for my college acceptance.
2053,Holy crap going from straight up droid to an iPhone will give you a headache!!,This is a new opportunity to learn how to use android!,"['growth', 'optimism']","Holy crap going from straight up droid to an iPhone will give you a headache!! Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] This is a new opportunity to learn how to use android!"
2054,Haven't gone to sleep at my bedtime in DAYS. I'm turning into a normal college student and I hate it. sotired sleepdeprived,"College is tough, but I won’t let you suck out my sleep!!","['neutralizing', 'self_affirmation']","Haven't gone to sleep at my bedtime in DAYS. I'm turning into a normal college student and I hate it. sotired sleepdeprived Strategy: ['neutralizing', 'self_affirmation']","['neutralizing', 'self_affirmation'] ","['neutralizing', 'self_affirmation'] College is tough, but I won’t let you suck out my sleep!!"
2055,Not myself this last week everyone ignore anything I do or say because I'm being ridiculous at times SMH,Maybe it's time to grow up a bit and not be so ridiculous.  People will pay more attention to someone who is more grown up.,['growth'],Not myself this last week everyone ignore anything I do or say because I'm being ridiculous at times SMH Strategy: ['growth'],['growth'] ,['growth'] Maybe it's time to grow up a bit and not be so ridiculous.  People will pay more attention to someone who is more grown up.
2056,Nothing to talk about .. And will never know what I did wrong but I guess all guys are assholes !!,"Some relationships are not meant to be, and it is best that I move on.",['growth'],Nothing to talk about .. And will never know what I did wrong but I guess all guys are assholes !! Strategy: ['growth'],['growth'] ,"['growth'] Some relationships are not meant to be, and it is best that I move on."
2057,"Crap, my optimism that I had yesterday for my final exam is gone, now I'm reeeeally nervous",I've been very optimist about my final exam even though I'm nervous,"['neutralizing', 'optimism']","Crap, my optimism that I had yesterday for my final exam is gone, now I'm reeeeally nervous Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I've been very optimist about my final exam even though I'm nervous"
2058,Thank goodness for Statistics for making me feel like less of an idiot while studying for Human Body.,"Statistics made me feel like an idiot so if I keep at it, I will figure it out.",['optimism'],Thank goodness for Statistics for making me feel like less of an idiot while studying for Human Body. Strategy: ['optimism'],['optimism'] ,"['optimism'] Statistics made me feel like an idiot so if I keep at it, I will figure it out."
2059,Why is it so hard to decide on a hair style for a night out ahhh hair up or down! hardchoice help,Time to learn to make a choice and stick to it!,['growth'],Why is it so hard to decide on a hair style for a night out ahhh hair up or down! hardchoice help Strategy: ['growth'],['growth'] ,['growth'] Time to learn to make a choice and stick to it!
2060,Suicide is a possibility with all this stress. Fuck uni. Fuck my finger. Fuck you. Fuck me.,"Right now, I feel very stressed, and wanted to give up on things. But I'm resilient, and I know I can get over it all.","['neutralizing', 'self_affirmation']","Suicide is a possibility with all this stress. Fuck uni. Fuck my finger. Fuck you. Fuck me. Strategy: ['neutralizing', 'self_affirmation']","['neutralizing', 'self_affirmation'] ","['neutralizing', 'self_affirmation'] Right now, I feel very stressed, and wanted to give up on things. But I'm resilient, and I know I can get over it all."
2061,"3 parties and a parade to catch Saturday, Jonesboro Friday night, meeting tonight, and I've been gone every night this week.",I can't wait for Sunday so that I can enjoy a day of peace and quiet at home.,"['impermanence', 'optimism']","3 parties and a parade to catch Saturday, Jonesboro Friday night, meeting tonight, and I've been gone every night this week. Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] I can't wait for Sunday so that I can enjoy a day of peace and quiet at home."
2062,Bad news I have to finish all of my homework  this is stressing me out,"I have to finish work as soon as possible so, I can be stressfree.","['growth', 'neutralizing']","Bad news I have to finish all of my homework  this is stressing me out Strategy: ['growth', 'neutralizing']","['growth', 'neutralizing'] ","['growth', 'neutralizing'] I have to finish work as soon as possible so, I can be stressfree."
2063,Wtf is going on here? Don't give up! Get your ass back up and keep trying or else everything is going to fall on you momma!,What is happening is amazing? They need to try harder and I know they will.,['optimism'],Wtf is going on here? Don't give up! Get your ass back up and keep trying or else everything is going to fall on you momma! Strategy: ['optimism'],['optimism'] ,['optimism'] What is happening is amazing? They need to try harder and I know they will.
2064,I am not ready for Mt first exam in less than 3 weeks at all!,I need to study more. I still don't feel ready for my exam in 3 weeks.,"['growth', 'neutralizing']","I am not ready for Mt first exam in less than 3 weeks at all! Strategy: ['growth', 'neutralizing']","['growth', 'neutralizing'] ","['growth', 'neutralizing'] I need to study more. I still don't feel ready for my exam in 3 weeks."
2065,Drama stresses me out to the max. Even other people's drama that doesn't affect me at all.,Time to learn not to bother myself with any form of drama.,['growth'],Drama stresses me out to the max. Even other people's drama that doesn't affect me at all. Strategy: ['growth'],['growth'] ,['growth'] Time to learn not to bother myself with any form of drama.
2066,No sleep last night and now I have to go back to school today Tired,Going to have to get through school today without sleep. I'll be looking forward to a nap afterward.,['impermanence'],No sleep last night and now I have to go back to school today Tired Strategy: ['impermanence'],['impermanence'] ,['impermanence'] Going to have to get through school today without sleep. I'll be looking forward to a nap afterward.
2067,"why close down 6 prisons, ones that don't need to be shut down! Just cause stress and agro for the people having to visit!",6 prison's have been closed down but this difficult time for people visiting will be sorted out soon I'm sure.,"['neutralizing', 'optimism']","why close down 6 prisons, ones that don't need to be shut down! Just cause stress and agro for the people having to visit! Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] 6 prison's have been closed down but this difficult time for people visiting will be sorted out soon I'm sure."
2068,Just looking at my class schedule next year is making me want to cry a little.,"Looking at my class schedule, I have a very challenging year ahead of me. I'll get through it with discipline and self-care though, and be proud of what I have achieved.","['growth', 'self_affirmation']","Just looking at my class schedule next year is making me want to cry a little. Strategy: ['growth', 'self_affirmation']","['growth', 'self_affirmation'] ","['growth', 'self_affirmation'] Looking at my class schedule, I have a very challenging year ahead of me. I'll get through it with discipline and self-care though, and be proud of what I have achieved."
2069,These chilled and early days at uni are making me nervous cos I know suddenly all the work is going to come at once,I am getting prepared and ready to study when the assignments at my university come.,['optimism'],These chilled and early days at uni are making me nervous cos I know suddenly all the work is going to come at once Strategy: ['optimism'],['optimism'] ,['optimism'] I am getting prepared and ready to study when the assignments at my university come.
2070,I am so close to crying right now Between the PIP and the Trials I just don't know what's worse killme,I don't know which is more important - the PIP or the Trials - and I'm stuck in between. But I know I've got to give it my best shot and get through!,"['growth', 'neutralizing']","I am so close to crying right now Between the PIP and the Trials I just don't know what's worse killme Strategy: ['growth', 'neutralizing']","['growth', 'neutralizing'] ","['growth', 'neutralizing'] I don't know which is more important - the PIP or the Trials - and I'm stuck in between. But I know I've got to give it my best shot and get through!"
2071,What do u do when u dont wana see someone's face but still got to see their face everyday?? I so wana shout!!,I would love to get out of my current situation so that I don't have to meet some people every day.,"['growth', 'impermanence']","What do u do when u dont wana see someone's face but still got to see their face everyday?? I so wana shout!! Strategy: ['growth', 'impermanence']","['growth', 'impermanence'] ","['growth', 'impermanence'] I would love to get out of my current situation so that I don't have to meet some people every day."
2072,I seriously just want to be done. I can never win or have anything go right in my life. hateit,I seriously just want to be done. Others things or not in my control.,['growth'],I seriously just want to be done. I can never win or have anything go right in my life. hateit Strategy: ['growth'],['growth'] ,['growth'] I seriously just want to be done. Others things or not in my control.
2073,I have about a 3 mile long list of things I have to do before I leave for Winona.,I have a lot of things to do before I leave for Winona but I can't wait.,['optimism'],I have about a 3 mile long list of things I have to do before I leave for Winona. Strategy: ['optimism'],['optimism'] ,['optimism'] I have a lot of things to do before I leave for Winona but I can't wait.
2074,"What a long day today, felt like prison being in that room for 5 hours drag",I stayed in one place for five hours but now I am free so I can enjoy it.,"['growth', 'neutralizing', 'optimism']","What a long day today, felt like prison being in that room for 5 hours drag Strategy: ['growth', 'neutralizing', 'optimism']","['growth', 'neutralizing', 'optimism'] ","['growth', 'neutralizing', 'optimism'] I stayed in one place for five hours but now I am free so I can enjoy it."
2075,Making checkin at the airport with 1 minute to gogot to be up there with my closest calls! tired,"I'm so lucky that I made it t the airport in time, but I'll know to leave earlier next time as it was a close call.","['growth', 'neutralizing', 'optimism', 'thankfulness']","Making checkin at the airport with 1 minute to gogot to be up there with my closest calls! tired Strategy: ['growth', 'neutralizing', 'optimism', 'thankfulness']","['growth', 'neutralizing', 'optimism', 'thankfulness'] ","['growth', 'neutralizing', 'optimism', 'thankfulness'] I'm so lucky that I made it t the airport in time, but I'll know to leave earlier next time as it was a close call."
2076,I need to get away from her. She is stressing me out that I'm at the point of crying,"Had she been nicer to me, I would have continued being great friends with her.",['neutralizing'],I need to get away from her. She is stressing me out that I'm at the point of crying Strategy: ['neutralizing'],['neutralizing'] ,"['neutralizing'] Had she been nicer to me, I would have continued being great friends with her."
2077,Even after a full day of english I still feel like I'm going to fail these exams:(,I hope the efforts I have put into studying English will allow me to pass the exams.,"['impermanence', 'optimism']","Even after a full day of english I still feel like I'm going to fail these exams:( Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] I hope the efforts I have put into studying English will allow me to pass the exams."
2078,I just can't wait until morning so I can just go to the gym and melt into my head phones.,I am eagerly awaiting to visit the gym and hear songs to my heart’s content.,['optimism'],I just can't wait until morning so I can just go to the gym and melt into my head phones. Strategy: ['optimism'],['optimism'] ,['optimism'] I am eagerly awaiting to visit the gym and hear songs to my heart’s content.
2079,I Needa Get Started On That Extra Credit For Ms. Fandrey Or Imma Fail Her Class For 3rd Quarter,Im going to get stated on that extra credit so I can pass my class.,"['neutralizing', 'optimism']","I Needa Get Started On That Extra Credit For Ms. Fandrey Or Imma Fail Her Class For 3rd Quarter Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] Im going to get stated on that extra credit so I can pass my class."
2080,If I'm mean today I'm very sorry. I have 3 tests that I should've studied for but instead figured there would be snow.,"If it's bad today, I need to learn it as a lesson. I have three tests today and have not studied anything. I need to be more responsible and keep my commitments or go bad in tests will become routine.",['growth'],If I'm mean today I'm very sorry. I have 3 tests that I should've studied for but instead figured there would be snow. Strategy: ['growth'],['growth'] ,"['growth'] If it's bad today, I need to learn it as a lesson. I have three tests today and have not studied anything. I need to be more responsible and keep my commitments or go bad in tests will become routine."
2081,"These kids in fifth block got me laughing so hard I'm crying! BlessedNotStressed Ok, just kidding. Always",After a long time I am in a good mood.,['optimism'],"These kids in fifth block got me laughing so hard I'm crying! BlessedNotStressed Ok, just kidding. Always Strategy: ['optimism']",['optimism'] ,['optimism'] After a long time I am in a good mood.
2082,"I think I'm going to go read until I fall asleep. Tonight was bad, tomorrow afternoon will make this all better.","I had a challenging night, but reading will help me relax. I know that this sad time will be short, and I will feel all better tomorrow afternoon.",['impermanence'],"I think I'm going to go read until I fall asleep. Tonight was bad, tomorrow afternoon will make this all better. Strategy: ['impermanence']",['impermanence'] ,"['impermanence'] I had a challenging night, but reading will help me relax. I know that this sad time will be short, and I will feel all better tomorrow afternoon."
2083,"So, Ive created colourful posters, written example questions, recorded myself reading said questions and answers so I can listen to my revision whilst driving, in the bath etc. The only way I wont pass this exam is if Ive revised the wrong bits!","I've created multiple tools like colorful posters, example questions, recorded myself reading questions and answers that I can review everywhere, I'm ready to pass this exam!","['growth', 'optimism']","So, Ive created colourful posters, written example questions, recorded myself reading said questions and answers so I can listen to my revision whilst driving, in the bath etc. The only way I wont pass this exam is if Ive revised the wrong bits! Strategy: ['growth', 'optimism']","['growth', 'optimism'] ","['growth', 'optimism'] I've created multiple tools like colorful posters, example questions, recorded myself reading questions and answers that I can review everywhere, I'm ready to pass this exam!"
2084,Hate that I have my work email on my phone. Hadn't even left the house yet and the emails come flooding in.,"Having work email on my cell phone helps me to be more aware of my appointments, the only problem and the large amount of emails that arrive at any time of the day.","['impermanence', 'optimism']","Hate that I have my work email on my phone. Hadn't even left the house yet and the emails come flooding in. Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] Having work email on my cell phone helps me to be more aware of my appointments, the only problem and the large amount of emails that arrive at any time of the day."
2085,I cannot focus anymore. I think I may have just completed studying for the remainder of finals week.,I think I may have just completed studying for the remainder of finals week. I have to spend some time in entertainment things.,['growth'],I cannot focus anymore. I think I may have just completed studying for the remainder of finals week. Strategy: ['growth'],['growth'] ,['growth'] I think I may have just completed studying for the remainder of finals week. I have to spend some time in entertainment things.
2086,why does lasalle have school tomorrow like ugh can't talk to bae all day stressed,People being busy because of school might keep them far away but they will get educated so that's good.,['optimism'],why does lasalle have school tomorrow like ugh can't talk to bae all day stressed Strategy: ['optimism'],['optimism'] ,['optimism'] People being busy because of school might keep them far away but they will get educated so that's good.
2087,While everyone enjoys there Saturdays ill be spending mine working both jobs for a total of 14 hours annoyed whyme moneytho :/,I would love to be done with the weekend so that I can get some peace of mind and rest during the weekday when I work one job a day.,"['impermanence', 'optimism']","While everyone enjoys there Saturdays ill be spending mine working both jobs for a total of 14 hours annoyed whyme moneytho :/ Strategy: ['impermanence', 'optimism']","['impermanence', 'optimism'] ","['impermanence', 'optimism'] I would love to be done with the weekend so that I can get some peace of mind and rest during the weekday when I work one job a day."
2088,"This week is gonna be so hectic :/ UCR classes start, and still have to go to chaffey for soccer and class.","UCR classes start, and still have to go to chaffey for soccer and class. I'm glad to have much activities that will keep me active this week.",['thankfulness'],"This week is gonna be so hectic :/ UCR classes start, and still have to go to chaffey for soccer and class. Strategy: ['thankfulness']",['thankfulness'] ,"['thankfulness'] UCR classes start, and still have to go to chaffey for soccer and class. I'm glad to have much activities that will keep me active this week."
2089,"My math teacher is gonna blow up by the end of the class. She is annoyed , but then ends everything with a big,fake grin uhoh",My math teacher is upset. I should say something nice to her to make her feel better.,['growth'],"My math teacher is gonna blow up by the end of the class. She is annoyed , but then ends everything with a big,fake grin uhoh Strategy: ['growth']",['growth'] ,['growth'] My math teacher is upset. I should say something nice to her to make her feel better.
2090,Wow I wish I knew what I'd done wrong to get so much bad karma! This week 1 or more things have gone wrong everyday,"This week one or more things have gone wrong everyday, and I feel like it's a bad karma, but it's actually just life. These things happen to everyone.",['impermanence'],Wow I wish I knew what I'd done wrong to get so much bad karma! This week 1 or more things have gone wrong everyday Strategy: ['impermanence'],['impermanence'] ,"['impermanence'] This week one or more things have gone wrong everyday, and I feel like it's a bad karma, but it's actually just life. These things happen to everyone."
2091,"From the looks of it, I need to go shake sumthin at Twerk It Tuesdays at Pure Passion and make a lil change. stressed",I will go dancing to shake the things off and that will be good for me.,['optimism'],"From the looks of it, I need to go shake sumthin at Twerk It Tuesdays at Pure Passion and make a lil change. stressed Strategy: ['optimism']",['optimism'] ,['optimism'] I will go dancing to shake the things off and that will be good for me.
2092,"If running didn't hurt so badly, I'd be going for a 10 miler right about now. Stupid back problems. angry","I hope I didn’t have a back problem, so that I can take a 10-miler without any pain.","['neutralizing', 'optimism']","If running didn't hurt so badly, I'd be going for a 10 miler right about now. Stupid back problems. angry Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I hope I didn’t have a back problem, so that I can take a 10-miler without any pain."
2093,"The ONLY thing making me excited for today since my mornings been awful, is church and a new episode of tonight.","Today was a tough morning, no doubt. That's why I'm really looking forward to visiting the church, and watching a new episode of Tonight by the end of the day:)",['optimism'],"The ONLY thing making me excited for today since my mornings been awful, is church and a new episode of tonight. Strategy: ['optimism']",['optimism'] ,"['optimism'] Today was a tough morning, no doubt. That's why I'm really looking forward to visiting the church, and watching a new episode of Tonight by the end of the day:)"
2094,U complain about me doing nothing but u stick me on the phones by myself all day! . pissed! U dnt even c what I do everyday!,"I am not satisfied with my relationship with my manager. I value respect, and I know that I can work toward mutual respect.","['neutralizing', 'self_affirmation']","U complain about me doing nothing but u stick me on the phones by myself all day! . pissed! U dnt even c what I do everyday! Strategy: ['neutralizing', 'self_affirmation']","['neutralizing', 'self_affirmation'] ","['neutralizing', 'self_affirmation'] I am not satisfied with my relationship with my manager. I value respect, and I know that I can work toward mutual respect."
2095,Omg I've had it with all the stress I'm getting lately!!! Omg I'm gonna scream!!!!,Life has been so challenging lately! But the chaos can't last forever.,"['impermanence', 'neutralizing']","Omg I've had it with all the stress I'm getting lately!!! Omg I'm gonna scream!!!! Strategy: ['impermanence', 'neutralizing']","['impermanence', 'neutralizing'] ","['impermanence', 'neutralizing'] Life has been so challenging lately! But the chaos can't last forever."
2096,"I dont know where my license is, and Im so pissed at myself for being so stupid and misplacing it.","I am a bit irritated about searching for my misplaced license, but I am praying to find it soon.","['neutralizing', 'optimism']","I dont know where my license is, and Im so pissed at myself for being so stupid and misplacing it. Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I am a bit irritated about searching for my misplaced license, but I am praying to find it soon."
2097,T minus 6 days until Bears vs Cowboys at soldierfield can't wait for a break and some quality time with my man,Spending time with our beloved one brings peace.,['self_affirmation'],T minus 6 days until Bears vs Cowboys at soldierfield can't wait for a break and some quality time with my man Strategy: ['self_affirmation'],['self_affirmation'] ,['self_affirmation'] Spending time with our beloved one brings peace.
2098,Forever cutting down words from essays because I ramble like a dick all the time,I have a lot to say and sometimes need to shorten my essays because I am so full of ideas!,"['neutralizing', 'optimism']","Forever cutting down words from essays because I ramble like a dick all the time Strategy: ['neutralizing', 'optimism']","['neutralizing', 'optimism'] ","['neutralizing', 'optimism'] I have a lot to say and sometimes need to shorten my essays because I am so full of ideas!"
2099,"I'm gonna listen to sad country music, eat copious amounts of carbs and browse Pinterest all night coping",I am going to enjoy hearing songs and eating my foods.,['optimism'],"I'm gonna listen to sad country music, eat copious amounts of carbs and browse Pinterest all night coping Strategy: ['optimism']",['optimism'] ,['optimism'] I am going to enjoy hearing songs and eating my foods.
2100,I hate it when people breathe heavily in their sleep because I can't tell them to shut the fuck up.,I am fortunate that I don't breathe too loudly in my sleep beause I know this is an issue for others.,['thankfulness'],I hate it when people breathe heavily in their sleep because I can't tell them to shut the fuck up. Strategy: ['thankfulness'],['thankfulness'] ,['thankfulness'] I am fortunate that I don't breathe too loudly in my sleep beause I know this is an issue for others.
2101,Gotta go by the hospital and check on my sis last night was a tough one and still no news,Haven't had any news about my sister in hospital but I know she will be okay.,['optimism'],Gotta go by the hospital and check on my sis last night was a tough one and still no news Strategy: ['optimism'],['optimism'] ,['optimism'] Haven't had any news about my sister in hospital but I know she will be okay.
